word	n	LineNum	WordCount	SentCount	WordLength	TextType	TextTypeN	Text	syllble	morphology	OLD20	Bigram.Mean
hayvan	1	12	176	23	6	inf_T1	inf	T1	2	1	1.7	8012.3376
hayvan	1	9	172	22	6	inf_T3	inf	T3	2	1	1.7	8012.3376
hayvanlarını	1	13	172	22	12	inf_T3	inf	T3	5	4	5.25	3808.62309090909
hazırlanmasını	1	6	183	30	14	nar_T3	nar	T3	6	4	6.7	4134.42684615385
hazırlanmasını	1	6	183	30	14	nar_T3	nar	T3	6	5	6.7	4134.42684615385
hazırlanmasını	1	6	149	18	14	nar_T2	nar	T2	6	4	6.7	4134.42684615385
hazırlanmasını	1	6	149	18	14	nar_T2	nar	T2	6	5	6.7	4134.42684615385
hazırlanmasını	1	5	200	26	14	nar_T1	nar	T1	6	4	6.7	4134.42684615385
hazırlanmasını	1	5	200	26	14	nar_T1	nar	T1	6	5	6.7	4134.42684615385
hem	3	1	172	22	3	inf_T3	inf	T3	1	1	1.2	7831.7565
hemen	1	9	176	23	5	inf_T1	inf	T1	2	1	1.8	7501.59925
her	1	8	183	30	3	nar_T3	nar	T3	1	1	1	20087.013
her	1	6	200	26	3	nar_T1	nar	T1	1	1	1	20087.013
her	1	7	149	18	3	nar_T2	nar	T2	1	1	1	20087.013
herbivor	1	11	172	22	8	inf_T3	inf	T3	3	1	3.95	6236.13328571428
herhangi	1	13	200	26	8	nar_T1	nar	T1	3	1	3.55	7526.44485714286
herhangi	1	17	183	30	8	nar_T3	nar	T3	3	1	3.55	7526.44485714286
heyecandan	1	21	200	26	10	nar_T1	nar	T1	4	2	4.2	2735.544
heyecandan	1	25	183	30	10	nar_T3	nar	T3	4	2	4.2	2735.544
heyecandan	1	12	149	18	10	nar_T2	nar	T2	4	2	4.2	2735.544
heyecanlanarak	1	3	200	26	14	nar_T1	nar	T1	6	2	7.2	1891.04484615385
heyecanlanarak	1	4	183	30	14	nar_T3	nar	T3	6	2	7.2	1891.04484615385
heyecanlanıp	1	4	149	18	12	nar_T2	nar	T2	5	2	5.25	2234.17090909091
hiç	1	1	200	26	3	nar_T1	nar	T1	1	1	1.6	2837.3505
hiç	1	2	183	30	3	nar_T3	nar	T3	1	1	1.6	2837.3505
hiçbir	1	12	183	30	6	nar_T3	nar	T3	2	1	2.7	2011.214
hızla	1	14	148	18	5	inf_T2	inf	T2	2	1	1.6	5006.53475
hızla	1	25	200	26	5	nar_T1	nar	T1	2	1	1.6	5006.53475
hızla	1	29	183	30	5	nar_T3	nar	T3	2	1	1.6	5006.53475
hızlandırdı	1	3	200	26	11	nar_T1	nar	T1	4	3	5.1	3040.1216
hızlandırdı	1	4	149	18	11	nar_T2	nar	T2	4	3	5.1	3040.1216
hızlandırdı	1	4	183	30	11	nar_T3	nar	T3	4	3	5.1	3040.1216
hızlı	1	13	176	23	5	inf_T1	inf	T1	2	1	1.9	2035.27625
hızlı	1	10	148	18	5	inf_T2	inf	T2	2	1	1.9	2035.27625
hızlı	2	15	149	18	5	nar_T2	nar	T2	2	1	1.9	2035.27625
hücre	1	22	172	22	5	inf_T3	inf	T3	2	1	2	2032.67975
içeri	1	14	149	18	5	nar_T2	nar	T2	3	1	1.8	4922.122
için	1	4	200	26	4	nar_T1	nar	T1	2	1	1.6	9519.99466666667
için	1	13	148	18	4	inf_T2	inf	T2	2	1	1.6	9519.99466666667
için	1	13	149	18	4	nar_T2	nar	T2	2	1	1.6	9519.99466666667
için	1	8	176	23	4	inf_T1	inf	T1	2	1	1.6	9519.99466666667
içindeki	1	18	176	23	8	inf_T1	inf	T1	4	4	3.8	4562.36385714286
içlerini	1	18	176	23	8	inf_T1	inf	T1	4	4	3.35	5119.41042857143
içlerini	1	18	148	18	8	inf_T2	inf	T2	4	4	3.35	5119.41042857143
içlerini	1	15	172	22	8	inf_T3	inf	T3	4	4	3.35	5119.41042857143
ile	1	22	172	22	3	inf_T3	inf	T3	2	1	1	11491.026
ile	1	28	183	30	3	nar_T3	nar	T3	2	1	1	11491.026
ile	1	22	176	23	3	inf_T1	inf	T1	2	1	1	11491.026
ile	1	12	148	18	3	inf_T2	inf	T2	2	1	1	11491.026
ile	1	15	172	22	3	inf_T3	inf	T3	2	1	1	11491.026
ile	1	6	172	22	3	inf_T3	inf	T3	2	1	1	11491.026
ile	1	4	200	26	3	nar_T1	nar	T1	2	1	1	11491.026
ile	1	21	176	23	3	inf_T1	inf	T1	2	1	1	11491.026
ile	1	26	183	30	3	nar_T3	nar	T3	2	1	1	11491.026
ile	1	7	148	18	3	inf_T2	inf	T2	2	1	1	11491.026
ilgili	1	26	183	30	6	nar_T3	nar	T3	3	1	2.2	6596.2174
ilgili	1	22	200	26	6	nar_T1	nar	T1	3	1	2.2	6596.2174
ise	1	7	172	22	3	inf_T3	inf	T3	2	1	1.55	3078.619
ise	1	25	183	30	3	nar_T3	nar	T3	2	1	1.55	3078.619
istiridye	1	16	176	23	9	inf_T1	inf	T1	4	1	3.85	3789.180125
istiridye	1	13	172	22	9	inf_T3	inf	T3	4	1	3.85	3789.180125
kabuklu	1	18	148	18	7	inf_T2	inf	T2	3	1	2.05	7785.7385
kabuklu	1	18	176	23	7	inf_T1	inf	T1	3	1	2.05	7785.7385
kabuklu	1	17	148	18	7	inf_T2	inf	T2	3	1	2.05	7785.7385
kabukluları	1	15	172	22	11	inf_T3	inf	T3	5	4	4.65	4711.8074
kadar	1	2	172	22	5	inf_T3	inf	T3	2	1	1.55	15886.9075
kadar	1	2	183	30	5	nar_T3	nar	T3	2	1	1.55	15886.9075
kadar	1	1	200	26	5	nar_T1	nar	T1	2	1	1.55	15886.9075
kahverengi	1	5	148	18	10	inf_T2	inf	T2	4	1	4.75	6067.89411111111
kalabilen	1	21	172	22	9	inf_T3	inf	T3	4	3	3.65	7753.41175
kalbi	1	29	183	30	5	nar_T3	nar	T3	2	2	1.95	12670.05825
kalbi	1	25	200	26	5	nar_T1	nar	T1	2	2	1.95	12670.05825
kalbi	1	15	149	18	5	nar_T2	nar	T2	2	2	1.95	12670.05825
kalmamıştı	1	24	183	30	10	nar_T3	nar	T3	4	4	4.65	6140.32011111111
kalmamıştı	1	20	200	26	10	nar_T1	nar	T1	4	4	4.65	6140.32011111111
kalpleri	1	20	176	23	8	inf_T1	inf	T1	3	3	3.2	7845.91885714286
kalpleri	1	6	148	18	8	inf_T2	inf	T2	3	3	3.2	7845.91885714286
kalpleri	1	19	172	22	8	inf_T3	inf	T3	3	3	3.2	7845.91885714286
kapı	1	23	200	26	4	nar_T1	nar	T1	2	1	1.35	16791.8963333333
kapı	1	27	183	30	4	nar_T3	nar	T3	2	1	1.35	16791.8963333333
kapı	1	13	149	18	4	nar_T2	nar	T2	2	1	1.35	16791.8963333333
kapıdan	1	14	149	18	7	nar_T2	nar	T2	3	2	2.55	8900.93516666666
kapılarını	1	10	149	18	10	nar_T2	nar	T2	5	4	4.45	6800.23422222222
kapısında	1	18	183	30	9	nar_T3	nar	T3	4	3	4	6403.325
kapısında	1	14	200	26	9	nar_T1	nar	T1	4	3	4	6403.325
kapısını	1	19	183	30	8	nar_T3	nar	T3	4	3	3.35	7294.67357142857
kapıyı	1	14	200	26	6	nar_T1	nar	T1	3	2	2.2	10253.1718
kardeşi	1	16	200	26	7	nar_T1	nar	T1	3	2	2.65	12935.5483333333
kardeşi	1	21	183	30	7	nar_T3	nar	T3	3	2	2.65	12935.5483333333
kardeşi	1	14	149	18	7	nar_T2	nar	T2	3	2	2.65	12935.5483333333
kardeşi	1	9	149	18	7	nar_T2	nar	T2	3	2	2.65	12935.5483333333
kardeşine	1	2	149	18	9	nar_T2	nar	T2	4	3	3.45	9777.983125
kardeşine	1	13	149	18	9	nar_T2	nar	T2	4	3	3.45	9777.983125
kardeşini	1	23	183	30	9	nar_T3	nar	T3	4	3	3.6	9779.398625
kardeşini	1	18	200	26	9	nar_T1	nar	T1	4	3	3.6	9779.398625
kardeşini	1	8	200	26	9	nar_T1	nar	T1	4	3	3.6	9779.398625
kardeşinin	1	24	200	26	10	nar_T1	nar	T1	4	3	4.4	8697.10177777778
kardeşinin	1	19	200	26	10	nar_T1	nar	T1	4	3	4.4	8697.10177777778
kardeşinin	1	28	183	30	10	nar_T3	nar	T3	4	3	4.4	8697.10177777778
kardeşinin	1	10	183	30	10	nar_T3	nar	T3	4	3	4.4	8697.10177777778
karnivorlardır	1	12	172	22	14	inf_T3	inf	T3	5	3	7.4	5284.062
karşı	1	13	148	18	5	inf_T2	inf	T2	2	1	1.7	18234.83075
karşı	1	6	172	22	5	inf_T3	inf	T3	2	1	1.7	18234.83075
karşımıza	1	5	172	22	9	inf_T3	inf	T3	4	3	3.8	9326.774
karşısında	1	24	200	26	10	nar_T1	nar	T1	4	3	4.25	8147.79633333333
kavuşurlar	1	8	172	22	10	inf_T3	inf	T3	4	3	4.5	4829.21555555555
kaygısından	1	21	200	26	11	nar_T1	nar	T1	4	3	4.85	5008.5372
kaygıyla	1	24	183	30	8	nar_T3	nar	T3	3	2	2.7	7154.465
kazandığı	1	1	149	18	9	nar_T2	nar	T2	4	3	3.6	8554.913
kazandığı	1	1	183	30	9	nar_T3	nar	T3	4	3	3.6	8554.913
kazandığı	1	1	200	26	9	nar_T1	nar	T1	4	3	3.6	8554.913
kendi	1	10	176	23	5	inf_T1	inf	T1	2	1	1.9	10018.24175
kendi	1	14	148	18	5	inf_T2	inf	T2	2	1	1.9	10018.24175
kendilerini	1	13	148	18	11	inf_T2	inf	T2	5	3	4.8	4781.1768
kendilerini	1	13	148	18	11	inf_T2	inf	T2	5	4	4.8	4781.1768
kendilerini	1	12	148	18	11	inf_T2	inf	T2	5	3	4.8	4781.1768
kendilerini	1	12	148	18	11	inf_T2	inf	T2	5	4	4.8	4781.1768
kendilerini	1	8	176	23	11	inf_T1	inf	T1	5	3	4.8	4781.1768
kendilerini	1	8	176	23	11	inf_T1	inf	T1	5	4	4.8	4781.1768
kendilerini	1	6	172	22	11	inf_T3	inf	T3	5	3	4.8	4781.1768
kendilerini	1	6	172	22	11	inf_T3	inf	T3	5	4	4.8	4781.1768
kendilerini	1	7	176	23	11	inf_T1	inf	T1	5	3	4.8	4781.1768
kendilerini	1	7	176	23	11	inf_T1	inf	T1	5	4	4.8	4781.1768
kendilerini	1	7	172	22	11	inf_T3	inf	T3	5	3	4.8	4781.1768
kendilerini	1	7	172	22	11	inf_T3	inf	T3	5	4	4.8	4781.1768
kendini	1	14	148	18	7	inf_T2	inf	T2	3	2	2.65	6991.77266666667
kendini	1	10	176	23	7	inf_T1	inf	T1	3	2	2.65	6991.77266666667
kendisine	1	1	200	26	9	nar_T1	nar	T1	4	3	3.7	5367.331
kendisine	1	2	183	30	9	nar_T3	nar	T3	4	3	3.7	5367.331
kendisini	1	10	200	26	9	nar_T1	nar	T1	4	3	3.8	5368.7465
kerem	1	1	149	18	5	nar_T2	nar	T2	2	1	1.75	14627.2555
kerem	1	1	183	30	5	nar_T3	nar	T3	2	1	1.75	14627.2555
kerem	1	17	149	18	5	nar_T2	nar	T2	2	1	1.75	14627.2555
kerem	1	1	200	26	5	nar_T1	nar	T1	2	1	1.75	14627.2555
kerem	1	5	149	18	5	nar_T2	nar	T2	2	1	1.75	14627.2555
kerem’e	1	30	183	30	7	nar_T3	nar	T3	3	2	2.55	9751.50366666667
kerem’e	1	16	149	18	7	nar_T2	nar	T2	3	2	2.55	9751.50366666667
kerem’i	1	17	149	18	7	nar_T2	nar	T2	3	2	2.75	9751.50366666667
ki	1	23	200	26	2	nar_T1	nar	T1	1	1	1.4	7463.287
ki	1	27	183	30	2	nar_T3	nar	T3	1	1	1.4	7463.287
ki	1	13	149	18	2	nar_T2	nar	T2	1	1	1.4	7463.287
kilometre	1	2	172	22	9	inf_T3	inf	T3	4	1	2.85	3907.232875
kimi	1	7	172	22	4	inf_T3	inf	T3	2	2	1.7	4339.28833333333
kimse	1	7	200	26	5	nar_T1	nar	T1	2	1	2	3981.53725
kimsecikler	1	9	183	30	11	nar_T3	nar	T3	4	3	4.85	2102.5482
kimseyi	1	8	149	18	7	nar_T2	nar	T2	3	2	2.8	2713.043
kırk	1	5	176	23	4	inf_T1	inf	T1	1	1	1.6	4778.923
kırk	1	4	172	22	4	inf_T3	inf	T3	1	1	1.6	4778.923
kırk	1	4	148	18	4	inf_T2	inf	T2	1	1	1.6	4778.923
kısa	1	8	172	22	4	inf_T3	inf	T3	2	1	1.5	4379.77566666667
kısa	1	15	183	30	4	nar_T3	nar	T3	2	1	1.5	4379.77566666667
kısa	1	12	200	26	4	nar_T1	nar	T1	2	1	1.5	4379.77566666667
kısa	1	11	176	23	4	inf_T1	inf	T1	2	1	1.5	4379.77566666667
kısımları	1	18	176	23	9	inf_T1	inf	T1	4	3	3.75	2766.3335
kısımlarını	1	18	148	18	11	inf_T2	inf	T2	5	4	5.05	2213.5639
kısmını	1	13	148	18	7	inf_T2	inf	T2	3	3	2.75	1207.45433333333
kısmını	1	8	176	23	7	inf_T1	inf	T1	3	3	2.75	1207.45433333333
kokulu	1	6	172	22	6	inf_T3	inf	T3	3	2	1.8	5810.1718
kokulu	1	6	172	22	6	inf_T3	inf	T3	3	1	1.8	5810.1718
kokulu	1	7	176	23	6	inf_T1	inf	T1	3	2	1.8	5810.1718
kokulu	1	7	176	23	6	inf_T1	inf	T1	3	1	1.8	5810.1718
kokulu	1	11	148	18	6	inf_T2	inf	T2	3	2	1.8	5810.1718
kokulu	1	11	148	18	6	inf_T2	inf	T2	3	1	1.8	5810.1718
kolaylıkla	1	14	148	18	10	inf_T2	inf	T2	4	2	3.85	4640.62977777778
kolları	1	14	172	22	7	inf_T3	inf	T3	3	3	2.85	7890.3865
kolları	1	17	176	23	7	inf_T1	inf	T1	3	3	2.85	7890.3865
kollu	1	3	176	23	5	inf_T1	inf	T1	2	2	1.8	7483.91975
kollu	2	3	172	22	5	inf_T3	inf	T3	2	2	1.8	7483.91975
kollu	1	2	148	18	5	inf_T2	inf	T2	2	2	1.8	7483.91975
kollu	1	3	148	18	5	inf_T2	inf	T2	2	2	1.8	7483.91975
kollu	2	4	176	23	5	inf_T1	inf	T1	2	2	1.8	7483.91975
kollu	1	4	172	22	5	inf_T3	inf	T3	2	2	1.8	7483.91975
kolludur	1	4	148	18	8	inf_T2	inf	T2	3	2	3.8	4357.75985714286
kolludur	1	4	148	18	8	inf_T2	inf	T2	3	3	3.8	4357.75985714286
kolludur	1	5	176	23	8	inf_T1	inf	T1	3	2	3.8	4357.75985714286
kolludur	1	5	176	23	8	inf_T1	inf	T1	3	3	3.8	4357.75985714286
komşuların	1	14	200	26	10	nar_T1	nar	T1	4	3	4.8	2903.64466666667
komşuların	1	18	183	30	10	nar_T3	nar	T3	4	3	4.8	2903.64466666667
komşularına	1	12	200	26	11	nar_T1	nar	T1	5	4	5.7	2613.3393
komşularına	1	15	183	30	11	nar_T3	nar	T3	5	4	5.7	2613.3393
komşularındaydı	1	9	149	18	15	nar_T2	nar	T2	6	5	8.8	1868.75442857143
komşularının	1	19	183	30	12	nar_T3	nar	T3	5	4	6.15	2375.76054545455
kontrol	1	8	200	26	7	nar_T1	nar	T1	2	1	2.75	5367.89666666667
kopan	1	8	172	22	5	inf_T3	inf	T3	2	2	1.65	8725.96675
koparırlar	1	7	172	22	10	inf_T3	inf	T3	4	4	4.4	4525.34155555556
koruma	1	7	176	23	6	inf_T1	inf	T1	3	2	2	8039.009
korumak	1	7	172	22	7	inf_T3	inf	T3	3	2	2.4	6806.59966666667
korurlar	1	12	148	18	8	inf_T2	inf	T2	3	3	3	6853.81014285715
koştu	1	16	183	30	5	nar_T3	nar	T3	2	2	1.95	4035.9375
koştu	1	13	200	26	5	nar_T1	nar	T1	2	2	1.95	4035.9375
kötü	1	7	176	23	4	inf_T1	inf	T1	2	1	2	1625.86366666667
kötü	1	6	172	22	4	inf_T3	inf	T3	2	1	2	1625.86366666667
kötü	1	11	148	18	4	inf_T2	inf	T2	2	1	2	1625.86366666667
koyulmuştu	1	5	200	26	10	nar_T1	nar	T1	4	4	4.8	2427.03444444445
koyulmuştu	1	5	200	26	10	nar_T1	nar	T1	4	3	4.8	2427.03444444445
koyulmuştu	1	6	149	18	10	nar_T2	nar	T2	4	4	4.8	2427.03444444445
koyulmuştu	1	6	149	18	10	nar_T2	nar	T2	4	3	4.8	2427.03444444445
koyulmuştu	1	7	183	30	10	nar_T3	nar	T3	4	4	4.8	2427.03444444445
koyulmuştu	1	7	183	30	10	nar_T3	nar	T3	4	3	4.8	2427.03444444445
mahallede	1	4	200	26	9	nar_T1	nar	T1	4	2	3.55	4872.8715
mavi	1	5	148	18	4	inf_T2	inf	T2	2	1	1.6	5542.95133333334
mavi	1	6	176	23	4	inf_T1	inf	T1	2	1	1.6	5542.95133333334
maviden	1	5	172	22	7	inf_T3	inf	T3	3	2	2.85	3568.85466666667
merakı	1	8	149	18	6	nar_T2	nar	T2	3	2	2.35	12685.9594
merakla	1	11	149	18	7	nar_T2	nar	T2	3	2	2.4	11951.689
meraklandı	1	11	200	26	10	nar_T1	nar	T1	4	2	4.5	8338.09911111111
meraklandı	1	13	183	30	10	nar_T3	nar	T3	4	2	4.5	8338.09911111111
metrelerce	1	2	176	23	10	inf_T1	inf	T1	4	3	4.6	2950.11444444445
midye	1	17	148	18	5	inf_T2	inf	T2	2	1	1.9	2204.27475
midye	1	16	176	23	5	inf_T1	inf	T1	2	1	1.9	2204.27475
midye	1	13	172	22	5	inf_T3	inf	T3	2	1	1.9	2204.27475
mitoz	1	22	172	22	5	inf_T3	inf	T3	2	1	1.85	3296.359
miydi	1	21	183	30	5	nar_T3	nar	T3	2	2	1.95	5031.67375
miydi	1	16	200	26	5	nar_T1	nar	T1	2	2	1.95	5031.67375
mutluluk	1	3	183	30	8	nar_T3	nar	T3	3	1	2.65	1920.23514285714
mutluluk	1	2	200	26	8	nar_T1	nar	T1	3	1	2.65	1920.23514285714
mutlulukla	1	18	149	18	10	nar_T2	nar	T2	4	2	4.25	1521.63044444444
mutluluklarını	1	3	149	18	14	nar_T2	nar	T2	6	4	7.8	1057.94361538462
mutluluktan	1	25	200	26	11	nar_T1	nar	T1	4	2	5.15	1357.195
mutluluktan	1	29	183	30	11	nar_T3	nar	T3	4	2	5.15	1357.195
mutluluktan	1	15	149	18	11	nar_T2	nar	T2	4	2	5.15	1357.195
not	1	14	183	30	3	nar_T3	nar	T3	1	1	1.5	1311.64
not	1	12	200	26	3	nar_T1	nar	T1	1	1	1.5	1311.64
not	1	13	200	26	3	nar_T1	nar	T1	1	1	1.5	1311.64
not	1	17	183	30	3	nar_T3	nar	T3	1	1	1.5	1311.64
odasına	1	10	183	30	7	nar_T3	nar	T3	4	3	2.95	1062.26916666667
ödülü	1	1	200	26	5	nar_T1	nar	T1	3	2	1.9	804.77675
ödülü	1	1	183	30	5	nar_T3	nar	T3	3	2	1.9	804.77675
ödülü	1	1	149	18	5	nar_T2	nar	T2	3	2	1.9	804.77675
ödülünü	1	13	149	18	7	nar_T2	nar	T2	4	3	3.15	676.035
ödülünü	1	17	149	18	7	nar_T2	nar	T2	4	3	3.15	676.035
okul	1	1	149	18	4	nar_T2	nar	T2	2	1	1.75	1686.68066666667
okuldan	1	12	183	30	7	nar_T3	nar	T3	3	2	2.55	1348.56183333333
okuldan	1	10	200	26	7	nar_T1	nar	T1	3	2	2.55	1348.56183333333
okulları	1	4	200	26	8	nar_T1	nar	T1	4	3	3.5	2084.55371428571
okulları	1	5	149	18	8	nar_T2	nar	T2	4	3	3.5	2084.55371428571
okulları	1	5	183	30	8	nar_T3	nar	T3	4	3	3.5	2084.55371428571
olabileceğini	1	14	183	30	13	nar_T3	nar	T3	7	5	7	3747.13058333333
olabileceğini	1	12	200	26	13	nar_T1	nar	T1	7	5	7	3747.13058333333
olabilir	1	16	200	26	8	nar_T1	nar	T1	3	3	3.8	6252.80442857143
olabilir	1	16	200	26	8	nar_T1	nar	T1	4	3	3.8	6252.80442857143
olabilir	1	6	176	23	8	inf_T1	inf	T1	3	3	3.8	6252.80442857143
olabilir	1	6	176	23	8	inf_T1	inf	T1	4	3	3.8	6252.80442857143
olabilir	1	5	148	18	8	inf_T2	inf	T2	3	3	3.8	6252.80442857143
olabilir	1	5	148	18	8	inf_T2	inf	T2	4	3	3.8	6252.80442857143
olabilir	1	21	183	30	8	nar_T3	nar	T3	3	3	3.8	6252.80442857143
olabilir	1	21	183	30	8	nar_T3	nar	T3	4	3	3.8	6252.80442857143
olan	1	2	172	22	4	inf_T3	inf	T3	2	2	1.4	13354.882
olan	1	4	172	22	4	inf_T3	inf	T3	2	2	1.4	13354.882
olanlar	1	3	172	22	7	inf_T3	inf	T3	3	3	2.8	8100.51583333333
olanları	1	2	148	18	8	inf_T2	inf	T2	4	4	3.55	6947.44228571429
olanları	1	3	148	18	8	inf_T2	inf	T2	4	4	3.55	6947.44228571429
olarak	1	6	200	26	6	nar_T1	nar	T1	3	2	2.2	9296.1926
olduğu	1	4	200	26	6	nar_T1	nar	T1	3	3	2.85	6361.3146
olduğu	1	4	176	23	6	inf_T1	inf	T1	3	3	2.85	6361.3146
olduğundan	1	5	183	30	10	nar_T3	nar	T3	4	4	5.2	3561.11155555556
olduğundan	1	5	149	18	10	nar_T2	nar	T2	4	4	5.2	3561.11155555556
olmayan	1	18	172	22	7	inf_T3	inf	T3	3	3	2.95	7044.09616666667
oluşturabilirler	1	14	148	18	16	inf_T2	inf	T2	7	5	8.7	2577.08186666667
oluşturabilirler	1	9	176	23	16	inf_T1	inf	T1	7	5	8.7	2577.08186666667
oluşturan	1	22	172	22	9	inf_T3	inf	T3	4	3	4.15	4878.351625
omurgasız	1	21	172	22	9	inf_T3	inf	T3	4	2	3.9	312.862
on	1	22	176	23	2	inf_T1	inf	T1	1	1	1	797.641
on	1	4	176	23	2	inf_T1	inf	T1	1	1	1	797.641
on	1	7	148	18	2	inf_T2	inf	T2	1	1	1	797.641
on	1	3	148	18	2	inf_T2	inf	T2	1	1	1	797.641
on	1	3	172	22	2	inf_T3	inf	T3	1	1	1	797.641
ona	1	2	200	26	3	nar_T1	nar	T1	2	2	1	1496.2945
ona	1	26	200	26	3	nar_T1	nar	T1	2	2	1	1496.2945
ona	1	3	183	30	3	nar_T3	nar	T3	2	2	1	1496.2945
onarabilirler	1	8	172	22	13	inf_T3	inf	T3	6	4	6.5	952.435333333333
önce	1	2	183	30	4	nar_T3	nar	T3	2	1	1.75	4947.701
önce	1	1	200	26	4	nar_T1	nar	T1	2	1	1.75	4947.701
önce	1	21	200	26	4	nar_T1	nar	T1	2	1	1.75	4947.701
önce	1	19	200	26	4	nar_T1	nar	T1	2	1	1.75	4947.701
önceki	1	8	172	22	6	inf_T3	inf	T3	3	2	2.55	5087.2584
onlar	1	17	149	18	5	nar_T2	nar	T2	2	2	1.95	7774.88275
onlara	1	17	149	18	6	nar_T2	nar	T2	3	3	2.6	6653.692
onlara	1	15	200	26	6	nar_T1	nar	T1	3	3	2.6	6653.692
onlara	1	20	183	30	6	nar_T3	nar	T3	3	3	2.6	6653.692
onlarca	1	21	172	22	7	inf_T3	inf	T3	3	3	2.8	5327.347
onların	1	10	149	18	7	nar_T2	nar	T2	3	3	2.75	5680.835
onların	1	3	149	18	7	nar_T2	nar	T2	3	3	2.75	5680.835
onu	1	12	183	30	3	nar_T3	nar	T3	2	2	1.55	655.98
ot	1	16	148	18	2	inf_T2	inf	T2	1	1	1	1573.134
ot	1	14	176	23	2	inf_T1	inf	T1	1	1	1	1573.134
öte	1	19	172	22	3	inf_T3	inf	T3	2	1	1.6	690.869
otobur	1	11	172	22	6	inf_T3	inf	T3	3	1	2.45	889.2122
otuz	1	22	176	23	4	inf_T1	inf	T1	2	1	1.8	770.363
otuz	1	7	148	18	4	inf_T2	inf	T2	2	1	1.8	770.363
otuz	1	3	148	18	4	inf_T2	inf	T2	2	1	1.8	770.363
oyun	1	27	183	30	4	nar_T3	nar	T3	2	1	1.55	2603.324
oyun	1	23	200	26	4	nar_T1	nar	T1	2	1	1.55	2603.324
özelliği	1	10	176	23	8	inf_T1	inf	T1	4	2	3.6	2316.46257142857
özelliği	1	14	148	18	8	inf_T2	inf	T2	4	2	3.6	2316.46257142857
özelliğine	1	7	176	23	10	inf_T1	inf	T1	5	3	4.95	1806.85444444444
parçaları	1	14	148	18	9	inf_T2	inf	T2	4	3	3.4	6844.642375
parçaların	1	8	172	22	10	inf_T3	inf	T3	4	3	3.85	6084.61622222222
parçalarıyla	1	16	172	22	12	inf_T3	inf	T3	5	4	5.4	4978.39927272727
parçanın	1	14	148	18	8	inf_T2	inf	T2	3	2	2.85	7804.32571428572
parçanın	1	9	176	23	8	inf_T1	inf	T1	3	2	2.85	7804.32571428572
pembe	1	5	148	18	5	inf_T2	inf	T2	2	1	2	2865.71
pembe	1	6	176	23	5	inf_T1	inf	T1	2	1	2	2865.71
pembeden	1	5	172	22	8	inf_T3	inf	T3	3	2	3.25	1916.32985714286
rejenerasyon	1	8	172	22	12	inf_T3	inf	T3	5	1	4.55	1867.95272727273
rengi	1	6	176	23	5	inf_T1	inf	T1	2	2	1.85	7581.1225
renklerde	1	5	172	22	9	inf_T3	inf	T3	3	3	3.8	4452.042875
renklerde	1	6	176	23	9	inf_T1	inf	T1	3	3	3.8	4452.042875
renkleri	1	5	148	18	8	inf_T2	inf	T2	3	3	3.15	5189.82657142857
sabırsızlanıyordu	1	13	149	18	17	nar_T2	nar	T2	7	3	9.6	2062.39775
sabırsızlıkla	1	5	200	26	13	nar_T1	nar	T1	5	2	5.35	2774.58358333333
sabırsızlıkla	1	6	149	18	13	nar_T2	nar	T2	5	2	5.35	2774.58358333333
sabırsızlıkla	1	7	183	30	13	nar_T3	nar	T3	5	2	5.35	2774.58358333333
sahiplerdir	1	7	176	23	11	inf_T1	inf	T1	4	3	5.15	4147.5893
sahne	1	19	200	26	5	nar_T1	nar	T1	2	1	1.75	8145.846
salgıları	1	6	172	22	9	inf_T3	inf	T3	4	3	3.4	6276.291625
salgılarlar	1	11	148	18	11	inf_T2	inf	T2	3	3	4.85	5036.7434
salgılayarak	1	7	176	23	12	inf_T1	inf	T1	5	2	5.75	4571.33727272727
sanki	1	25	183	30	5	nar_T3	nar	T3	2	1	1.95	10030.55625
sanki	1	21	200	26	5	nar_T1	nar	T1	2	1	1.95	10030.55625
sarıldılar	1	18	149	18	10	nar_T2	nar	T2	4	3	4.15	6782.485
sarılışını	1	2	200	26	10	nar_T1	nar	T1	5	4	4.4	6977.41355555556
sarılışını	1	2	200	26	10	nar_T1	nar	T1	5	3	4.4	6977.41355555556
sarılışını	1	3	183	30	10	nar_T3	nar	T3	5	4	4.4	6977.41355555556
sarılışını	1	3	183	30	10	nar_T3	nar	T3	5	3	4.4	6977.41355555556
şaşkınlık	1	15	149	18	9	nar_T2	nar	T2	3	1	2.55	3582.557125
şaşkınlık	1	25	200	26	9	nar_T1	nar	T1	3	1	2.55	3582.557125
şaşkınlık	1	29	183	30	9	nar_T3	nar	T3	3	1	2.55	3582.557125
savunabilirler	1	6	172	22	14	inf_T3	inf	T3	6	4	6.75	2719.03192307692
savunmak	1	8	176	23	8	inf_T1	inf	T1	3	2	3	5225.57157142857
savunmak	1	13	148	18	8	inf_T2	inf	T2	3	2	3	5225.57157142857
sayesinde	1	18	176	23	9	inf_T1	inf	T1	4	3	3.85	4995.165
sayesinde	1	8	172	22	9	inf_T3	inf	T3	4	3	3.85	4995.165
sayesinde	1	17	176	23	9	inf_T1	inf	T1	4	3	3.85	4995.165
şekilde	1	20	200	26	7	nar_T1	nar	T1	3	2	2.7	5245.68233333334
semtte	1	5	183	30	6	nar_T3	nar	T3	2	2	2.75	4076.3274
