word	n	LineNum	WordCount	SentCount	WordLength	TextType	TextTypeN	Text	syllble	morphology	OLD20	Bigram.Mean
semtte	1	5	149	18	6	nar_T2	nar	T2	2	2	2.75	4076.3274
sert	1	15	172	22	4	inf_T3	inf	T3	1	1	1.15	16130.3023333333
sert	1	18	148	18	4	inf_T2	inf	T2	1	1	1.15	16130.3023333333
sert	1	18	176	23	4	inf_T1	inf	T1	1	1	1.15	16130.3023333333
sessizdi	1	7	149	18	8	nar_T2	nar	T2	3	2	3.55	3195.60071428571
sessizdi	1	8	183	30	8	nar_T3	nar	T3	3	2	3.55	3195.60071428571
sessizdi	1	6	200	26	8	nar_T1	nar	T1	3	2	3.55	3195.60071428571
sevinçle	1	17	149	18	8	nar_T2	nar	T2	3	2	2.75	4049.65814285714
seviyordu	1	18	200	26	9	nar_T1	nar	T1	4	3	4.75	3004.640875
seviyordu	1	23	183	30	9	nar_T3	nar	T3	4	3	4.75	3004.640875
şiir	1	1	200	26	4	nar_T1	nar	T1	1	1	1.85	1891.34233333333
şiir	1	1	183	30	4	nar_T3	nar	T3	1	1	1.85	1891.34233333333
şiir	1	1	149	18	4	nar_T2	nar	T2	1	1	1.85	1891.34233333333
şimdi	1	21	200	26	5	nar_T1	nar	T1	2	1	2	3499.72675
şimdi	1	25	200	26	5	nar_T1	nar	T1	2	1	2	3499.72675
şimdi	1	12	149	18	5	nar_T2	nar	T2	2	1	2	3499.72675
şimdi	1	25	183	30	5	nar_T3	nar	T3	2	1	2	3499.72675
sinir	1	18	172	22	5	inf_T3	inf	T3	2	1	1.75	7379.11975
sistemleri	1	18	172	22	10	inf_T3	inf	T3	4	3	3.95	3237.95022222222
sıcak	1	1	172	22	5	inf_T3	inf	T3	2	1	1.95	3825.762
sıcak	1	1	176	23	5	inf_T1	inf	T1	2	1	1.95	3825.762
sıcak	1	1	148	18	5	inf_T2	inf	T2	2	1	1.95	3825.762
sımsıkı	1	3	183	30	7	nar_T3	nar	T3	3	1	3.1	1546.6765
sımsıkı	1	2	200	26	7	nar_T1	nar	T1	3	1	3.1	1546.6765
sıra	1	8	176	23	4	inf_T1	inf	T1	2	1	1.05	8744.86766666667
sıra	1	13	148	18	4	inf_T2	inf	T2	2	1	1.05	8744.86766666667
sıvı	1	11	148	18	4	inf_T2	inf	T2	2	1	1.6	1616.68
sıvı	1	7	176	23	4	inf_T1	inf	T1	2	1	1.6	1616.68
sıvı	1	12	148	18	4	inf_T2	inf	T2	2	1	1.6	1616.68
soğuk	1	1	176	23	5	inf_T1	inf	T1	2	1	1.65	5066.44175
soğuk	1	1	148	18	5	inf_T2	inf	T2	2	1	1.65	5066.44175
soğuk	1	1	172	22	5	inf_T3	inf	T3	2	1	1.65	5066.44175
sonra	1	15	172	22	5	inf_T3	inf	T3	2	1	1.75	8282.5825
sordu	1	14	200	26	5	nar_T1	nar	T1	2	2	1.85	6041.61425
sordu	1	10	149	18	5	nar_T2	nar	T2	2	2	1.85	6041.61425
sordu	1	19	183	30	5	nar_T3	nar	T3	2	2	1.85	6041.61425
sümüksü	1	11	148	18	7	inf_T2	inf	T2	3	1	2.65	1951.9205
sümüksü	1	7	176	23	7	inf_T1	inf	T1	3	1	2.65	1951.9205
sürede	1	11	176	23	6	inf_T1	inf	T1	3	2	2.3	6074.4816
süreliğine	1	15	183	30	10	nar_T3	nar	T3	5	3	4.75	4542.39044444445
süreliğine	1	15	183	30	10	nar_T3	nar	T3	5	4	4.75	4542.39044444445
süreliğine	1	12	200	26	10	nar_T1	nar	T1	5	3	4.75	4542.39044444445
süreliğine	1	12	200	26	10	nar_T1	nar	T1	5	4	4.75	4542.39044444445
sürpriz	1	2	149	18	7	nar_T2	nar	T2	2	1	3.4	2536.251
sürpriz	1	30	183	30	7	nar_T3	nar	T3	2	1	3.4	2536.251
sürpriz	1	16	149	18	7	nar_T2	nar	T2	2	1	3.4	2536.251
sürpriz	1	26	200	26	7	nar_T1	nar	T1	2	1	3.4	2536.251
tarafındadır	1	19	176	23	12	inf_T1	inf	T1	5	4	5.7	6612.26590909091
tarafındadır	1	15	148	18	12	inf_T2	inf	T2	5	4	5.7	6612.26590909091
tarafındaki	1	15	172	22	11	inf_T3	inf	T3	5	4	5.1	7274.1014
tebrik	1	17	149	18	6	nar_T2	nar	T2	2	1	1.85	4068.6124
tedirgin	1	20	200	26	8	nar_T1	nar	T1	3	1	2.9	4380.07457142857
tehlikeli	1	7	176	23	9	inf_T1	inf	T1	4	1	3.35	3283.29375
tehlikeli	1	11	148	18	9	inf_T2	inf	T2	4	1	3.35	3283.29375
tehlikeyi	1	6	172	22	9	inf_T3	inf	T3	4	2	3.5	3060.234125
tembel	1	12	176	23	6	inf_T1	inf	T1	2	1	1.95	4538.1642
tepkiyi	1	3	183	30	7	nar_T3	nar	T3	3	2	2.65	3318.03133333333
tepkiyi	1	3	149	18	7	nar_T2	nar	T2	3	2	2.65	3318.03133333333
tepkiyi	1	2	200	26	7	nar_T1	nar	T1	3	2	2.65	3318.03133333333
terliklerini	1	14	200	26	12	nar_T1	nar	T1	5	4	5.45	5449.703
terliklerini	1	18	183	30	12	nar_T3	nar	T3	5	4	5.45	5449.703
tıpkı	1	12	176	23	5	inf_T1	inf	T1	2	1	2	764.687
tropikal	1	1	172	22	8	inf_T3	inf	T3	4	1	3.75	1120.47557142857
tropikal	1	1	176	23	8	inf_T1	inf	T1	4	1	3.75	1120.47557142857
türleri	1	13	176	23	7	inf_T1	inf	T1	3	3	2.9	6042.77816666667
türleri	1	4	148	18	7	inf_T2	inf	T2	3	3	2.9	6042.77816666667
türleri	1	10	148	18	7	inf_T2	inf	T2	3	3	2.9	6042.77816666667
türleri	1	4	172	22	7	inf_T3	inf	T3	3	3	2.9	6042.77816666667
türüdür	1	21	172	22	7	inf_T3	inf	T3	3	2	2.95	2295.18183333333
turuncu	1	5	148	18	7	inf_T2	inf	T2	3	1	2.4	5940.9205
turuncu	1	6	176	23	7	inf_T1	inf	T1	3	1	2.4	5940.9205
turuncuya	1	5	172	22	9	inf_T3	inf	T3	4	2	3.8	4500.50975
tutarlar	1	18	148	18	8	inf_T2	inf	T2	3	3	2.75	6051.76657142857
tutarlar	1	18	176	23	8	inf_T1	inf	T1	3	3	2.75	6051.76657142857
ulaşırlar	1	17	176	23	9	inf_T1	inf	T1	4	3	3.95	1765.375125
umutla	1	16	183	30	6	nar_T3	nar	T3	3	2	2	1788.7762
umutla	1	13	200	26	6	nar_T1	nar	T1	3	2	2	1788.7762
üretmeye	1	26	183	30	8	nar_T3	nar	T3	4	3	3.8	1131.32114285714
üretmeye	1	22	200	26	8	nar_T1	nar	T1	4	3	3.8	1131.32114285714
üzerinde	1	12	200	26	8	nar_T1	nar	T1	4	2	3.3	2035.43757142857
üzerinde	1	14	183	30	8	nar_T3	nar	T3	4	2	3.3	2035.43757142857
üzerinde	1	22	200	26	8	nar_T1	nar	T1	4	2	3.3	2035.43757142857
üzerinde	1	26	183	30	8	nar_T3	nar	T3	4	2	3.3	2035.43757142857
uzun	1	2	183	30	4	nar_T3	nar	T3	2	1	1.8	1784.81433333333
uzun	1	1	200	26	4	nar_T1	nar	T1	2	1	1.8	1784.81433333333
uzuvlar	1	8	172	22	7	inf_T3	inf	T3	3	2	3	1891.29516666667
vakit	1	12	149	18	5	nar_T2	nar	T2	2	1	1.7	7351.5265
vakit	1	21	200	26	5	nar_T1	nar	T1	2	1	1.7	7351.5265
vakit	1	25	183	30	5	nar_T3	nar	T3	2	1	1.7	7351.5265
vantuzlar	1	18	176	23	9	inf_T1	inf	T1	3	2	3.85	3083.8615
vardır	1	20	176	23	6	inf_T1	inf	T1	2	2	1.9	9150.0624
vardır	1	14	148	18	6	inf_T2	inf	T2	2	2	1.9	9150.0624
vardır	1	6	148	18	6	inf_T2	inf	T2	2	2	1.9	9150.0624
vardır	1	4	176	23	6	inf_T1	inf	T1	2	2	1.9	9150.0624
vardır	1	10	176	23	6	inf_T1	inf	T1	2	2	1.9	9150.0624
vardır	1	10	148	18	6	inf_T2	inf	T2	2	2	1.9	9150.0624
vardır	1	19	172	22	6	inf_T3	inf	T3	2	2	1.9	9150.0624
vardır	1	3	148	18	6	inf_T2	inf	T2	2	2	1.9	9150.0624
vardır	1	13	176	23	6	inf_T1	inf	T1	2	2	1.9	9150.0624
vardır	1	4	172	22	6	inf_T3	inf	T3	2	2	1.9	9150.0624
vardır	1	18	172	22	6	inf_T3	inf	T3	2	2	1.9	9150.0624
ve	1	16	176	23	2	inf_T1	inf	T1	1	1	1.45	35850.197
ve	1	8	183	30	2	nar_T3	nar	T3	1	1	1.45	35850.197
ve	1	25	200	26	2	nar_T1	nar	T1	1	1	1.45	35850.197
ve	1	29	183	30	2	nar_T3	nar	T3	1	1	1.45	35850.197
ve	1	6	172	22	2	inf_T3	inf	T3	1	1	1.45	35850.197
ve	1	3	172	22	2	inf_T3	inf	T3	1	1	1.45	35850.197
ve	1	17	148	18	2	inf_T2	inf	T2	1	1	1.45	35850.197
ve	1	1	148	18	2	inf_T2	inf	T2	1	1	1.45	35850.197
ve	1	16	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
ve	1	5	148	18	2	inf_T2	inf	T2	1	1	1.45	35850.197
ve	1	15	172	22	2	inf_T3	inf	T3	1	1	1.45	35850.197
ve	1	5	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
ve	1	18	148	18	2	inf_T2	inf	T2	1	1	1.45	35850.197
ve	1	28	183	30	2	nar_T3	nar	T3	1	1	1.45	35850.197
ve	1	24	200	26	2	nar_T1	nar	T1	1	1	1.45	35850.197
ve	1	22	172	22	2	inf_T3	inf	T3	1	1	1.45	35850.197
ve	1	3	183	30	2	nar_T3	nar	T3	1	1	1.45	35850.197
ve	1	15	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
ve	1	13	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
ve	1	5	183	30	2	nar_T3	nar	T3	1	1	1.45	35850.197
ve	1	9	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
ve	1	2	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
ve	1	3	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
ve	1	2	200	26	2	nar_T1	nar	T1	1	1	1.45	35850.197
ve	1	14	149	18	2	nar_T2	nar	T2	1	1	1.45	35850.197
vereceği	1	3	183	30	8	nar_T3	nar	T3	4	3	3.4	12573.7224285714
vereceği	1	3	149	18	8	nar_T2	nar	T2	4	3	3.4	12573.7224285714
vereceği	1	2	200	26	8	nar_T1	nar	T1	4	3	3.4	12573.7224285714
vermemişti	1	20	183	30	10	nar_T3	nar	T3	4	4	4.75	8624.57522222222
vermemişti	1	15	200	26	10	nar_T1	nar	T1	4	4	4.75	8624.57522222222
vücut	1	16	172	22	5	inf_T3	inf	T3	2	1	2.4	1068.70625
vücutlarının	1	15	148	18	12	inf_T2	inf	T2	5	4	6.85	1193.25881818182
vücutlarının	1	14	148	18	12	inf_T2	inf	T2	5	4	6.85	1193.25881818182
vücutlarının	1	19	176	23	12	inf_T1	inf	T1	5	4	6.85	1193.25881818182
vücutlarının	1	10	176	23	12	inf_T1	inf	T1	5	4	6.85	1193.25881818182
vücutlarının	1	8	176	23	12	inf_T1	inf	T1	5	4	6.85	1193.25881818182
vücutlarının	1	13	148	18	12	inf_T2	inf	T2	5	4	6.85	1193.25881818182
vücutlarının	1	7	172	22	12	inf_T3	inf	T3	5	4	6.85	1193.25881818182
ya	1	6	176	23	2	inf_T1	inf	T1	1	1	1	36103.194
ya	1	3	148	18	2	inf_T2	inf	T2	1	1	1	36103.194
ya	1	1	176	23	2	inf_T1	inf	T1	1	1	1	36103.194
yakalarlar	1	15	172	22	10	inf_T3	inf	T3	4	3	3.95	7930.38533333334
yandan	1	19	172	22	6	inf_T3	inf	T3	2	2	1.85	13438.577
yandan	1	3	172	22	6	inf_T3	inf	T3	2	2	1.85	13438.577
yanı	1	13	148	18	4	inf_T2	inf	T2	2	1	1	18378.4406666667
yanı	1	13	148	18	4	inf_T2	inf	T2	2	2	1	18378.4406666667
yanı	1	8	176	23	4	inf_T1	inf	T1	2	1	1	18378.4406666667
yanı	1	8	176	23	4	inf_T1	inf	T1	2	2	1	18378.4406666667
yapacaktı	1	2	149	18	9	nar_T2	nar	T2	4	3	3.75	6990.74725
yapısıyla	1	18	148	18	9	inf_T2	inf	T2	4	3	3.8	6695.83475
yapışkan	1	6	172	22	8	inf_T3	inf	T3	3	1	2.7	9139.87485714286
yapışkan	1	18	148	18	8	inf_T2	inf	T2	3	1	2.7	9139.87485714286
yapışkan	1	11	148	18	8	inf_T2	inf	T2	3	1	2.7	9139.87485714286
yapmışlardı	1	16	149	18	11	nar_T2	nar	T2	4	4	5.5	5369.9551
yapmışlardı	1	26	200	26	11	nar_T1	nar	T1	4	4	5.5	5369.9551
yapmışlardı	1	30	183	30	11	nar_T3	nar	T3	4	4	5.5	5369.9551
yarışmasında	1	1	149	18	12	nar_T2	nar	T2	5	4	5.4	7630.89627272727
yarışmasında	1	1	149	18	12	nar_T2	nar	T2	5	3	5.4	7630.89627272727
yarışmasında	1	1	183	30	12	nar_T3	nar	T3	5	4	5.4	7630.89627272727
yarışmasında	1	1	183	30	12	nar_T3	nar	T3	5	3	5.4	7630.89627272727
yarışmasında	1	1	200	26	12	nar_T1	nar	T1	5	4	5.4	7630.89627272727
yarışmasında	1	1	200	26	12	nar_T1	nar	T1	5	3	5.4	7630.89627272727
yaşar	1	22	176	23	5	inf_T1	inf	T1	2	2	1.5	18700.62775
yaşarlar	1	7	148	18	8	inf_T2	inf	T2	3	3	2.8	12461.4348571429
yaşarlar	1	13	172	22	8	inf_T3	inf	T3	3	3	2.8	12461.4348571429
yaşayabilen	1	1	172	22	11	inf_T3	inf	T3	5	3	5.8	6196.4675
yaşayabilen	1	1	148	18	11	inf_T2	inf	T2	5	3	5.8	6196.4675
yaşayabilen	1	1	176	23	11	inf_T1	inf	T1	5	3	5.8	6196.4675
yaşayabilirler	1	2	176	23	14	inf_T1	inf	T1	6	4	6.9	4766.73161538462
yaşayabilirler	1	2	172	22	14	inf_T3	inf	T3	6	4	6.9	4766.73161538462
yavaş	1	9	148	18	5	inf_T2	inf	T2	2	1	1.7	12331.49725
yavaş	1	12	176	23	5	inf_T1	inf	T1	2	1	1.7	12331.49725
yavaşlamıştı	1	25	183	30	12	nar_T3	nar	T3	5	4	5.7	5194.50672727273
yavaşlamıştı	1	25	183	30	12	nar_T3	nar	T3	5	3	5.7	5194.50672727273
yavaşlamıştı	1	21	200	26	12	nar_T1	nar	T1	5	4	5.7	5194.50672727273
yavaşlamıştı	1	21	200	26	12	nar_T1	nar	T1	5	3	5.7	5194.50672727273
yavaştı	1	12	149	18	7	nar_T2	nar	T2	3	2	2.6	8383.78383333334
yavrular	1	22	172	22	8	inf_T3	inf	T3	3	2	2.95	7838.33757142857
yedi	1	4	176	23	4	inf_T1	inf	T1	2	1	1.7	6429.571
yedi	1	3	148	18	4	inf_T2	inf	T2	2	1	1.7	6429.571
yedi	1	3	172	22	4	inf_T3	inf	T3	2	1	1.7	6429.571
yemezler	1	14	176	23	8	inf_T1	inf	T1	3	3	3	3749.58471428571
yemezler	1	16	148	18	8	inf_T2	inf	T2	3	3	3	3749.58471428571
yengeç	1	13	172	22	6	inf_T3	inf	T3	2	1	2.05	7330.963
yengeç	1	16	176	23	6	inf_T1	inf	T1	2	1	2.05	7330.963
yengeç	1	17	148	18	6	inf_T2	inf	T2	2	1	2.05	7330.963
yeni	1	14	148	18	4	inf_T2	inf	T2	2	1	1.4	13210.056
yeni	1	8	172	22	4	inf_T3	inf	T3	2	1	1.4	13210.056
yenileme	1	14	148	18	8	inf_T2	inf	T2	4	2	2.75	7357.40028571429
yenileme	1	10	176	23	8	inf_T1	inf	T1	4	2	2.75	7357.40028571429
yenisini	1	9	176	23	8	inf_T1	inf	T1	4	3	3.4	6374.75842857143
yere	1	10	200	26	4	nar_T1	nar	T1	2	2	1.25	19551.5113333333
yere	1	12	183	30	4	nar_T3	nar	T3	2	2	1.25	19551.5113333333
yerine	1	8	172	22	6	inf_T3	inf	T3	3	3	1.9	11610.346
yerine	1	9	176	23	6	inf_T1	inf	T1	3	3	1.9	11610.346
yerine	1	14	148	18	6	inf_T2	inf	T2	3	3	1.9	11610.346
yerler	1	16	176	23	6	inf_T1	inf	T1	2	2	1.95	13439.7174
yerler	1	18	148	18	6	inf_T2	inf	T2	2	2	1.95	13439.7174
yerler	1	18	176	23	6	inf_T1	inf	T1	2	2	1.95	13439.7174
yetenekleri	1	8	172	22	11	inf_T3	inf	T3	5	3	4.6	4164.6009
yine	1	19	183	30	4	nar_T3	nar	T3	2	1	1.75	6242.76633333334
yine	1	14	200	26	4	nar_T1	nar	T1	2	1	1.75	6242.76633333334
yiyerek	1	13	172	22	7	inf_T3	inf	T3	3	2	2.85	3896.111
yıl	1	7	148	18	3	inf_T2	inf	T2	1	1	1.6	6643.0665
yıl	1	21	172	22	3	inf_T3	inf	T3	1	1	1.6	6643.0665
yıl	1	22	176	23	3	inf_T1	inf	T1	1	1	1.6	6643.0665
yıldızı	1	3	176	23	7	inf_T1	inf	T1	3	2	2.35	3244.39016666667
yıldızı	1	2	148	18	7	inf_T2	inf	T2	3	2	2.35	3244.39016666667
yıldızı	1	22	176	23	7	inf_T1	inf	T1	3	2	2.35	3244.39016666667
yıldızları	1	1	172	22	10	inf_T3	inf	T3	4	3	3.8	2277.15611111111
yıldızları	1	1	176	23	10	inf_T1	inf	T1	4	3	3.8	2277.15611111111
yıldızları	1	1	148	18	10	inf_T2	inf	T2	4	3	3.8	2277.15611111111
yıldızları	1	23	176	23	10	inf_T1	inf	T1	4	3	3.8	2277.15611111111
yıldızları	1	5	172	22	10	inf_T3	inf	T3	4	3	3.8	2277.15611111111
yıldızları	1	21	172	22	10	inf_T3	inf	T3	4	3	3.8	2277.15611111111
yıldızları	1	2	176	23	10	inf_T1	inf	T1	4	3	3.8	2277.15611111111
yıldızları	1	22	172	22	10	inf_T3	inf	T3	4	3	3.8	2277.15611111111
yıldızları	1	7	176	23	10	inf_T1	inf	T1	4	3	3.8	2277.15611111111
yıldızları	1	14	176	23	10	inf_T1	inf	T1	4	3	3.8	2277.15611111111
yıldızları	1	3	176	23	10	inf_T1	inf	T1	4	3	3.8	2277.15611111111
yıldızları	1	9	148	18	10	inf_T2	inf	T2	4	3	3.8	2277.15611111111
yıldızları	1	11	172	22	10	inf_T3	inf	T3	4	3	3.8	2277.15611111111
yıldızları	1	4	176	23	10	inf_T1	inf	T1	4	3	3.8	2277.15611111111
yıldızlarının	1	15	148	18	13	inf_T2	inf	T2	5	4	6.3	1708.03858333333
yıldızlarının	1	5	148	18	13	inf_T2	inf	T2	5	4	6.3	1708.03858333333
yıldızlarının	1	6	176	23	13	inf_T1	inf	T1	5	4	6.3	1708.03858333333
yoktu	1	11	149	18	5	nar_T2	nar	T2	2	2	1.85	4310.76125
yoktu	1	9	183	30	5	nar_T3	nar	T3	2	2	1.85	4310.76125
yoktu	1	10	149	18	5	nar_T2	nar	T2	2	2	1.85	4310.76125
yoktu	1	7	200	26	5	nar_T1	nar	T1	2	2	1.85	4310.76125
yoktur	1	20	176	23	6	inf_T1	inf	T1	2	2	2.2	3797.2964
yoktur	1	6	148	18	6	inf_T2	inf	T2	2	2	2.2	3797.2964
yol	1	5	200	26	3	nar_T1	nar	T1	1	1	1	7497.735
yol	1	6	183	30	3	nar_T3	nar	T3	1	1	1	7497.735
yola	1	5	200	26	4	nar_T1	nar	T1	2	2	1.5	8234.663
yola	1	6	149	18	4	nar_T2	nar	T2	2	2	1.5	8234.663
yola	1	7	183	30	4	nar_T3	nar	T3	2	2	1.5	8234.663
yolun	1	1	200	26	5	nar_T1	nar	T1	2	2	1.85	6697.79575
yolunda	1	12	149	18	7	nar_T2	nar	T2	3	3	2.9	5296.46683333333
yolunda	1	25	183	30	7	nar_T3	nar	T3	3	3	2.9	5296.46683333333
yolunun	1	2	183	30	7	nar_T3	nar	T3	3	3	2.9	4479.59083333333
yönleri	1	21	176	23	7	inf_T1	inf	T1	3	3	2.9	5875.01083333333
yumuşak	1	18	176	23	7	inf_T1	inf	T1	3	1	2.65	1424.28233333333
yumuşak	1	16	172	22	7	inf_T3	inf	T3	3	1	2.65	1424.28233333333
yumuşak	1	18	148	18	7	inf_T2	inf	T2	3	1	2.65	1424.28233333333
yürüyerek	1	5	149	18	9	nar_T2	nar	T2	4	2	4.55	2649.577625
yürüyerek	1	4	200	26	9	nar_T1	nar	T1	4	2	4.55	2649.577625
yürüyerek	1	5	183	30	9	nar_T3	nar	T3	4	2	4.55	2649.577625
yüzlerini	1	24	200	26	9	nar_T1	nar	T1	4	4	3.8	4803.073625
yüzlerini	1	28	183	30	9	nar_T3	nar	T3	4	4	3.8	4803.073625
zaman	1	12	149	18	5	nar_T2	nar	T2	2	1	1.75	8259.78175
zaman	1	21	200	26	5	nar_T1	nar	T1	2	1	1.75	8259.78175
zaman	1	22	200	26	5	nar_T1	nar	T1	2	1	1.75	8259.78175
zaman	1	25	183	30	5	nar_T3	nar	T3	2	1	1.75	8259.78175
zaman	1	7	172	22	5	inf_T3	inf	T3	2	1	1.75	8259.78175
zaman	1	26	183	30	5	nar_T3	nar	T3	2	1	1.75	8259.78175
zamanda	1	8	172	22	7	inf_T3	inf	T3	3	2	2.35	6337.79083333334
zamankinden	1	6	200	26	11	nar_T1	nar	T1	4	3	5.2	3390.9063
zamankinden	1	7	149	18	11	nar_T2	nar	T2	4	3	5.2	3390.9063
zamankinden	1	8	183	30	11	nar_T3	nar	T3	4	3	5.2	3390.9063
